,movie,imdb,votes,mpaa,genre,director,writer,actor,country,budget,box_office_wknd1,box_office_dom,box_office_gross,prod_company,runtime
0,The Invisible Man,7.1,136012.0,R,Horror,Leigh Whannell,Leigh Whannell,Elisabeth Moss,Canada,7000000.0,28205665.0,64914050.0,130722137.0,Universal Pictures,124.0
1,On the Basis of Sex,7.1,23877.0,PG-13,Biography,Mimi Leder,Daniel Stiepleman,Felicity Jones,USA,20000000.0,686355.0,24704837.0,38755900.0,Alibaba Pictures,120.0
2,The Gentlemen,7.9,188297.0,R,Action,Guy Ritchie,Guy Ritchie,Matthew McConaughey,UK,22000000.0,10651884.0,36471795.0,115171795.0,STX Films,113.0
3,Knives Out,7.9,394738.0,PG-13,Comedy,Rian Johnson,Rian Johnson,Daniel Craig,USA,40000000.0,26769548.0,165363234.0,309232797.0,Lionsgate,130.0
4,Bastille Day,6.3,36373.0,R,Action,James Watkins,Andrew Baldwin,Idris Elba,UK,20000000.0,41546.0,50269.0,14857808.0,StudioCanal,92.0
5,Joker,8.5,875017.0,R,Crime,Todd Phillips,Todd Phillips,Joaquin Phoenix,USA,55000000.0,96202337.0,335451311.0,1074251311.0,Warner Bros.,122.0
6,Avengers: Endgame,8.4,767481.0,PG-13,Action,"Anthony Russo, Joe Russo",Christopher Markus,Robert Downey Jr.,USA,356000000.0,357115007.0,858373000.0,2797800564.0,Marvel Studios,181.0
7,Terminator: Dark Fate,6.2,136461.0,R,Action,Tim Miller,David S. Goyer,Linda Hamilton,USA,185000000.0,29033832.0,62253077.0,261119292.0,Paramount Pictures,128.0
8,Once Upon a Time... in Hollywood,7.6,517082.0,R,Comedy,Quentin Tarantino,Quentin Tarantino,Leonardo DiCaprio,USA,90000000.0,41082018.0,142502728.0,374343626.0,Columbia Pictures,161.0
9,Beauty and the Beast,7.1,266347.0,PG,Family,Bill Condon,Stephen Chbosky,Emma Watson,USA,160000000.0,174750616.0,504481165.0,1264064386.0,Mandeville Films,129.0
10,Gemini Man,5.7,78283.0,PG-13,Action,Ang Lee,David Benioff,Will Smith,China,138000000.0,20552372.0,48546770.0,173469516.0,Skydance Media,117.0
11,Black Panther,7.3,609003.0,PG-13,Action,Ryan Coogler,Ryan Coogler,Chadwick Boseman,USA,200000000.0,202003951.0,700426566.0,1347426487.0,Marvel Studios,134.0
12,Ford v Ferrari,8.1,262455.0,PG-13,Action,James Mangold,Jez Butterworth,Matt Damon,USA,97600000.0,31474958.0,117624357.0,225508210.0,Chernin Entertainment,152.0
13,Jojo Rabbit,7.9,262820.0,PG-13,Comedy,Taika Waititi,Christine Leunens,Roman Griffin Davis,New Zealand,14000000.0,349555.0,33370906.0,90335025.0,TSG Entertainment,108.0
14,After,5.3,32639.0,PG-13,Drama,Jenny Gage,Susan McMartin,Josephine Langford,USA,14000000.0,6002349.0,12138565.0,69746452.0,CalMaple,105.0
15,Doctor Sleep,7.4,126915.0,R,Drama,Mike Flanagan,Mike Flanagan,Ewan McGregor,UK,45000000.0,14114124.0,31581712.0,72381712.0,Warner Bros.,152.0
16,Bombshell,6.8,73350.0,R,Biography,Jay Roach,Charles Randolph,Charlize Theron,Canada,32000000.0,319157.0,31762808.0,59636523.0,Creative Wealth Media Finance,109.0
17,Midsommar,7.1,180882.0,R,Drama,Ari Aster,Ari Aster,Florence Pugh,USA,9000000.0,6560030.0,27426361.0,47903099.0,A24,148.0
18,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,6.1,144204.0,R,Action,Cathy Yan,Christina Hodson,Margot Robbie,USA,84500000.0,33010017.0,84158461.0,201858461.0,Clubhouse Pictures (II),109.0
19,1917,8.3,372814.0,R,Drama,Sam Mendes,Sam Mendes,Dean-Charles Chapman,USA,95000000.0,576216.0,159227644.0,384788959.0,DreamWorks,119.0
20,Room,8.1,360468.0,R,Drama,Lenny Abrahamson,Emma Donoghue,Brie Larson,Canada,13000000.0,118298.0,14677654.0,35401758.0,Element Pictures,118.0
21,Blade Runner 2049,8.0,445313.0,R,Action,Denis Villeneuve,Hampton Fancher,Harrison Ford,USA,150000000.0,32753122.0,92054159.0,259239658.0,Alcon Entertainment,164.0
22,The Peanut Butter Falcon,7.6,56122.0,PG-13,Comedy,"Tyler Nilson, Michael Schwartz",Tyler Nilson,Zack Gottsagen,USA,6200000.0,204793.0,20457151.0,23707571.0,Armory Films,97.0
23,Star Wars: Episode IX - The Rise of Skywalker,6.6,351666.0,PG-13,Action,J.J. Abrams,Chris Terrio,Daisy Ridley,USA,275000000.0,177383864.0,515202542.0,1074144248.0,Walt Disney Pictures,141.0
24,Little Women,7.8,126192.0,PG,Drama,Greta Gerwig,Greta Gerwig,Saoirse Ronan,USA,40000000.0,16755310.0,108101214.0,216601214.0,Columbia Pictures,135.0
25,Bad Boys For Life,6.6,115399.0,R,Action,"Adil El Arbi (as Adil), Bilall Fallah (as Bilall)",Peter Craig,Will Smith,USA,90000000.0,62504105.0,204417855.0,424617855.0,Columbia Pictures,124.0
26,The Greatest Showman,7.6,228527.0,PG,Biography,Michael Gracey,Jenny Bicks,Hugh Jackman,USA,84000000.0,8805843.0,174340174.0,435103598.0,Bona Film Group,105.0
27,Avengers: Infinity War,8.4,803806.0,PG-13,Action,"Anthony Russo, Joe Russo",Christopher Markus,Robert Downey Jr.,USA,321000000.0,257698183.0,678815482.0,2048359754.0,Marvel Studios,149.0
28,Thor: Ragnarok,7.9,568872.0,PG-13,Action,Taika Waititi,Eric Pearson,Chris Hemsworth,USA,180000000.0,122744989.0,315058289.0,853980491.0,Walt Disney Pictures,130.0
29,The Lion King,6.9,202101.0,PG,Animation,Jon Favreau,Jeff Nathanson,Donald Glover,USA,260000000.0,191770759.0,543638043.0,1656963790.0,Walt Disney Pictures,118.0
30,Jumanji: The Next Level,6.7,173147.0,PG-13,Action,Jake Kasdan,Jake Kasdan,Dwayne Johnson,USA,125000000.0,59251543.0,316831246.0,796575993.0,Matt Tolmach Productions,123.0
31,It,7.3,445459.0,R,Horror,Andy Muschietti,Chase Palmer,Bill Skarsgård,Canada,35000000.0,123403419.0,328828874.0,701796444.0,New Line Cinema,135.0
32,Midway,6.7,59870.0,PG-13,Action,Roland Emmerich,Wes Tooke,Ed Skrein,China,100000000.0,17897419.0,56846802.0,126696475.0,Summit Entertainment,138.0
33,Suicide Squad,6.0,589599.0,PG-13,Action,David Ayer,David Ayer,Will Smith,USA,175000000.0,133682248.0,325100054.0,746846894.0,Atlas Entertainment,123.0
34,The Magnificent Seven,6.9,181889.0,PG-13,Action,Antoine Fuqua,Akira Kurosawa,Denzel Washington,USA,90000000.0,34703397.0,93432655.0,162360636.0,Metro-Goldwyn-Mayer (MGM),132.0
35,Uncut Gems,7.4,203072.0,R,Crime,"Benny Safdie, Josh Safdie",Ronald Bronstein,Adam Sandler,USA,19000000.0,537242.0,50023780.0,50023780.0,A24,135.0
36,Ready or Not,6.8,99603.0,R,Comedy,"Matt Bettinelli-Olpin, Tyler Gillett",Guy Busick,Samara Weaving,USA,6000000.0,8015590.0,28714231.0,57615777.0,Fox Searchlight Pictures,95.0
37,Spider-Man: Into the Spider-Verse,8.4,341030.0,PG,Animation,,Phil Lord,Shameik Moore,USA,90000000.0,35363376.0,190241310.0,375540831.0,Sony Pictures Entertainment (SPE),117.0
38,Deadpool 2,7.7,463886.0,R,Action,David Leitch,Rhett Reese,Ryan Reynolds,USA,110000000.0,125507153.0,324591735.0,785794179.0,Twentieth Century Fox,119.0
39,Dunkirk,7.9,536667.0,PG-13,Action,Christopher Nolan,Christopher Nolan,Fionn Whitehead,UK,100000000.0,50513488.0,189740665.0,526949403.0,Syncopy,106.0
40,Murder on the Orient Express,6.5,205669.0,PG-13,Crime,Kenneth Branagh,Michael Green,Kenneth Branagh,Malta,55000000.0,28681472.0,102826543.0,352794081.0,Twentieth Century Fox,114.0
41,Hereditary,7.3,224475.0,R,Drama,Ari Aster,Ari Aster,Toni Collette,USA,10000000.0,13575172.0,44069456.0,80239658.0,PalmStar Media,127.0
42,Spies in Disguise,6.8,30054.0,PG,Animation,"Nick Bruno, Troy Quane",Lucas Martell,Rachel Brosnahan,USA,100000000.0,13354798.0,66757013.0,171616764.0,Blue Sky Studios,102.0
43,21 Bridges,6.6,41367.0,R,Action,Brian Kirk,Adam Mervis,Chadwick Boseman,China,33000000.0,9261268.0,28539757.0,49939757.0,AGBO,99.0
44,Fifty Shades of Grey,4.1,294022.0,R,Drama,Sam Taylor-Johnson,Kelly Marcel,Dakota Johnson,USA,40000000.0,85171450.0,166167230.0,569651467.0,Focus Features,125.0
45,Wonder Woman,7.4,538800.0,PG-13,Action,Patty Jenkins,Allan Heinberg,Gal Gadot,USA,149000000.0,103251471.0,412563408.0,821847012.0,Warner Bros.,141.0
46,"I, Tonya",7.5,174740.0,R,Biography,Craig Gillespie,Steven Rogers,Margot Robbie,UK,11000000.0,264155.0,30014539.0,53939297.0,AI-Film,119.0
47,Us,6.9,212842.0,R,Horror,Jordan Peele,Jordan Peele,"""Lupita Nyong'o""",USA,20000000.0,71117625.0,175084580.0,255184580.0,Monkeypaw Productions,116.0
48,Venom,6.7,348585.0,PG-13,Action,Ruben Fleischer,Jeff Pinkner,Tom Hardy,China,100000000.0,80255756.0,213515506.0,856085151.0,Avi Arad Productions,112.0
49,Good Time,7.4,82706.0,R,Crime,"Benny Safdie, Josh Safdie",Ronald Bronstein,Robert Pattinson,USA,4500000.0,125101.0,2026499.0,3283369.0,Elara Pictures,102.0
50,Fantastic Beasts: The Crimes of Grindelwald,6.6,212204.0,PG-13,Adventure,David Yates,J.K. Rowling,Eddie Redmayne,UK,200000000.0,62163104.0,159555901.0,654855901.0,Heyday Films,134.0
51,The Hunt,6.5,55476.0,R,Action,Craig Zobel,Nick Cuse,Betty Gilpin,USA,14000000.0,5304455.0,5812500.0,10843260.0,Blumhouse Productions,90.0
52,Spider-Man: Far from Home,7.5,308102.0,PG-13,Action,Jon Watts,Chris McKenna,Tom Holland,USA,160000000.0,92579212.0,390532085.0,1131927996.0,Columbia Pictures,129.0
53,Captain Marvel,6.9,425980.0,PG-13,Action,"Anna Boden, Ryan Fleck",Anna Boden,Brie Larson,USA,160000000.0,153433423.0,426829839.0,1128276090.0,Walt Disney Pictures,123.0
54,Justice League,6.3,373512.0,PG-13,Action,Zack Snyder,Jerry Siegel,Ben Affleck,USA,300000000.0,93842239.0,229024295.0,657926987.0,Warner Bros.,120.0
55,It Chapter Two,6.5,195338.0,R,Drama,Andy Muschietti,Stephen King,Jessica Chastain,Canada,79000000.0,91062152.0,211593228.0,473093228.0,KatzSmith Productions,169.0
56,Deadpool,8.0,885750.0,R,Action,Tim Miller,Rhett Reese,Ryan Reynolds,USA,58000000.0,132434639.0,363070709.0,782612155.0,Twentieth Century Fox,108.0
57,Cinderella,6.9,157045.0,PG,Drama,Kenneth Branagh,Chris Weitz,Lily James,USA,95000000.0,67877361.0,201151353.0,542351353.0,Allison Shearmur Productions,105.0
58,Fantasy Island,4.9,28655.0,PG-13,Action,Jeff Wadlow,Jeff Wadlow,Michael Peña,USA,7000000.0,12310420.0,26441782.0,47588597.0,Columbia Pictures,109.0
59,Sing,7.1,130564.0,PG,Animation,"Garth Jennings, Christophe Lourdelet (co-director)",Garth Jennings,Matthew McConaughey,Japan,75000000.0,35258145.0,270395425.0,634154922.0,Dentsu,108.0
60,Frozen II,6.9,125616.0,PG,Animation,"Chris Buck, Jennifer Lee",Jennifer Lee,Kristen Bell,USA,150000000.0,130263358.0,477373578.0,1450026933.0,Walt Disney Animation Studios,103.0
61,Spider-Man: Homecoming,7.4,497001.0,PG-13,Action,Jon Watts,Jonathan Goldstein,Tom Holland,USA,175000000.0,117027503.0,334201140.0,880166924.0,Columbia Pictures,133.0
62,Get Out,7.7,475808.0,R,Horror,Jordan Peele,Jordan Peele,Daniel Kaluuya,USA,4500000.0,33377060.0,176040665.0,255429395.0,Universal Pictures,104.0
63,A Star Is Born,7.7,321919.0,R,Drama,Bradley Cooper,Eric Roth,Lady Gaga,USA,36000000.0,42908051.0,215288866.0,436188866.0,Warner Bros. Pictures,136.0
64,Mission: Impossible - Fallout,7.7,282956.0,PG-13,Action,Christopher McQuarrie,Bruce Geller,Tom Cruise,USA,178000000.0,61236534.0,220159104.0,791120426.0,Paramount Pictures,147.0
65,"Three Billboards Outside Ebbing, Missouri",8.2,415125.0,R,Comedy,Martin McDonagh,Martin McDonagh,Frances McDormand,UK,15000000.0,322168.0,54513740.0,160192031.0,Blueprint Pictures,115.0
66,Charlie's Angels,4.8,51422.0,PG-13,Action,Elizabeth Banks,Elizabeth Banks,Kristen Stewart,Germany,48000000.0,8351109.0,17803077.0,73279888.0,Columbia Pictures,118.0
67,Aladdin,7.0,217812.0,PG,Adventure,Guy Ritchie,John August,Will Smith,UK,183000000.0,91500929.0,355559216.0,1050693953.0,Walt Disney Pictures,128.0
68,Rogue One: A Star Wars Story,7.8,541190.0,PG-13,Action,Gareth Edwards,Chris Weitz,Felicity Jones,USA,200000000.0,155081681.0,532177324.0,1056057720.0,Lucasfilm,133.0
69,Bloodshot,5.7,52385.0,PG-13,Action,Dave Wilson (as David S.F. Wilson),Jeff Wadlow,Vin Diesel,USA,45000000.0,9176695.0,10021787.0,30936206.0,Columbia Pictures,109.0
70,Bohemian Rhapsody,8.0,436573.0,PG-13,Biography,Bryan Singer,Anthony McCarten,Rami Malek,UK,52000000.0,51061119.0,216668042.0,903963178.0,Twentieth Century Fox,134.0
71,The Revenant,8.0,688474.0,R,Action,Alejandro G. Iñárritu,Mark L. Smith,Leonardo DiCaprio,USA,135000000.0,474560.0,183637894.0,532950503.0,New Regency Productions,156.0
72,Moana,7.6,263138.0,PG,Animation,,Jared Bush,"""Auli'i Cravalho""",USA,150000000.0,56631401.0,248757044.0,643350610.0,Hurwitz Creative,107.0
73,The Addams Family,5.8,24602.0,PG,Animation,"Greg Tiernan, Conrad Vernon",Matt Lieberman,Oscar Isaac,Canada,24000000.0,30300007.0,100044905.0,203044905.0,Metro-Goldwyn-Mayer (MGM),86.0
74,Lady Bird,7.4,231529.0,R,Comedy,Greta Gerwig,Greta Gerwig,Saoirse Ronan,USA,10000000.0,364437.0,48958273.0,79048268.0,IAC Films,94.0
75,Aquaman,6.9,352314.0,PG-13,Action,James Wan,David Leslie Johnson-McGoldrick,Jason Momoa,USA,160000000.0,67873522.0,335061807.0,1148485886.0,DC Comics,143.0
76,The Personal History of David Copperfield,6.4,8502.0,PG,Comedy,Armando Iannucci,Simon Blackwell,Dev Patel,UK,15600000.0,475800.0,1844170.0,12749583.0,Film 4,119.0
77,Star Wars: Episode VIII - The Last Jedi,7.0,550311.0,PG-13,Action,Rian Johnson,Rian Johnson,Daisy Ridley,USA,317000000.0,220009584.0,620181382.0,1332540187.0,Walt Disney Pictures,152.0
78,Guardians of the Galaxy Vol. 2,7.6,553926.0,PG-13,Action,James Gunn,James Gunn,Chris Pratt,USA,200000000.0,146510104.0,389813101.0,863756051.0,Marvel Studios,136.0
79,Richard Jewell,7.5,51000.0,R,Biography,Clint Eastwood,Billy Ray,Paul Walter Hauser,USA,45000000.0,4705265.0,22345542.0,43745542.0,Appian Way,131.0
80,Jurassic World,7.0,571170.0,PG-13,Action,Colin Trevorrow,Rick Jaffa,Chris Pratt,USA,150000000.0,208806270.0,652270625.0,1670401444.0,Universal Pictures,124.0
81,BlacKkKlansman,7.5,210797.0,R,Biography,Spike Lee,Charlie Wachtel,John David Washington,USA,15000000.0,10845330.0,49275340.0,93400823.0,Focus Features,135.0
82,Green Book,8.2,347406.0,PG-13,Biography,Peter Farrelly,Nick Vallelonga,Viggo Mortensen,USA,23000000.0,320429.0,85080171.0,321752656.0,Participant,130.0
83,Alita: Battle Angel,7.3,219623.0,PG-13,Action,Robert Rodriguez,James Cameron,Rosa Salazar,USA,170000000.0,28525613.0,85710210.0,404852543.0,Twentieth Century Fox,122.0
84,First Man,7.3,161440.0,PG-13,Biography,Damien Chazelle,Josh Singer,Ryan Gosling,USA,59000000.0,16006065.0,44936545.0,105702570.0,Universal Pictures,141.0
85,A Quiet Place,7.5,394139.0,PG-13,Drama,John Krasinski,Bryan Woods,Emily Blunt,USA,17000000.0,50203562.0,188024361.0,340949169.0,Paramount Pictures,90.0
86,Ocean's 8,6.8,178740.0,PG-13,Action,Gary Ross,Gary Ross,Sandra Bullock,USA,70000000.0,41607378.0,140218711.0,297718711.0,Warner Bros.,110.0
87,Solo: A Star Wars Story,6.9,280379.0,PG-13,Action,Ron Howard,Jonathan Kasdan,Alden Ehrenreich,USA,275000000.0,84420489.0,213767512.0,392924807.0,Lucasfilm,135.0
88,The VVitch: A New-England Folktale,6.9,190933.0,R,Drama,Robert Eggers,Robert Eggers,Anya Taylor-Joy,Canada,4000000.0,8800230.0,25138705.0,40423945.0,Parts and Labor,92.0
89,Hustlers,6.3,78329.0,R,Comedy,Lorene Scafaria,Lorene Scafaria,Constance Wu,USA,20000000.0,33181361.0,104963598.0,157563598.0,Annapurna Pictures,110.0
90,Batman v Superman: Dawn of Justice,6.4,614653.0,PG-13,Action,Zack Snyder,Chris Terrio,Ben Affleck,USA,250000000.0,166007347.0,330360194.0,873637528.0,Warner Bros.,152.0
91,Ad Astra,6.6,188275.0,PG-13,Adventure,James Gray,James Gray,Brad Pitt,China,90000000.0,19001398.0,50188370.0,127461872.0,New Regency Productions,123.0
92,A Simple Favor,6.8,121620.0,R,Comedy,Paul Feig,Darcey Bell,Anna Kendrick,Canada,20000000.0,16011689.0,53548586.0,97644617.0,BRON Studios,117.0
93,Me Before You,7.4,201682.0,PG-13,Drama,Thea Sharrock,Jojo Moyes,Emilia Clarke,UK,20000000.0,18723269.0,56245075.0,208314186.0,Metro-Goldwyn-Mayer (MGM),106.0
94,Vacation,6.1,97273.0,R,Adventure,"John Francis Daley, Jonathan Goldstein",Jonathan Goldstein,Ed Helms,USA,31000000.0,14681108.0,58884188.0,107228221.0,BenderSpink,99.0
95,Spectre,6.8,377654.0,PG-13,Action,Sam Mendes,John Logan,Daniel Craig,UK,245000000.0,70403148.0,200074609.0,880674609.0,B24,148.0
96,Ready Player One,7.5,356178.0,PG-13,Action,Steven Spielberg,Zak Penn,Tye Sheridan,USA,175000000.0,41764050.0,137690172.0,582893671.0,Warner Bros.,140.0
97,Avengers: Age of Ultron,7.3,725833.0,PG-13,Action,Joss Whedon,Joss Whedon,Robert Downey Jr.,USA,250000000.0,191271109.0,459005868.0,1402809540.0,Marvel Studios,141.0
98,Kingsman: The Golden Circle,6.7,265273.0,R,Action,Matthew Vaughn,Jane Goldman,Taron Egerton,UK,104000000.0,39023010.0,100234838.0,410902662.0,Twentieth Century Fox,141.0
99,Captain America: Civil War,7.8,647932.0,PG-13,Action,"Anthony Russo, Joe Russo",Christopher Markus,Chris Evans,USA,250000000.0,179139142.0,408084349.0,1153332120.0,Marvel Studios,147.0
100,X-Men: Dark Phoenix,5.8,148073.0,PG-13,Action,Simon Kinberg,Simon Kinberg,James McAvoy,USA,200000000.0,32828348.0,65845974.0,252442974.0,Twentieth Century Fox,113.0
101,Logan,8.1,631244.0,R,Action,James Mangold,James Mangold,Hugh Jackman,USA,97000000.0,88411916.0,226277068.0,619021436.0,Twentieth Century Fox,137.0
102,Valerian and the City of a Thousand Planets,6.5,158518.0,PG-13,Action,Luc Besson,Pierre Christin,Dane DeHaan,France,177200000.0,17007624.0,41189488.0,225874228.0,EuropaCorp,136.0
103,Jurassic World: Fallen Kingdom,6.2,258395.0,PG-13,Action,J.A. Bayona,Derek Connolly,Chris Pratt,USA,170000000.0,148024610.0,417719760.0,1308484847.0,Universal Pictures,128.0
104,Mamma Mia! Here We Go Again,6.6,76686.0,PG-13,Comedy,Ol Parker,Ol Parker,Lily James,UK,75000000.0,34952180.0,120634935.0,395101142.0,Universal Pictures,114.0
105,Underwater,5.8,50364.0,PG-13,Action,William Eubank,Brian Duffield,Kristen Stewart,USA,80000000.0,7008297.0,17291078.0,40882928.0,20th Century Fox Film Corporation,95.0
106,Toy Story 4,7.8,191806.0,G,Animation,Josh Cooley,John Lasseter,Tom Hanks,USA,200000000.0,120908065.0,434038008.0,1073394593.0,Pixar Animation Studios,100.0
107,Midnight Special,6.6,74010.0,PG-13,Drama,Jeff Nichols,Jeff Nichols,Michael Shannon,USA,18000000.0,190012.0,3712282.0,6740647.0,Warner Bros.,112.0
108,Nocturnal Animals,7.5,231044.0,R,Drama,Tom Ford,Tom Ford,Amy Adams,USA,22500000.0,492648.0,10663357.0,30311857.0,Focus Features,116.0
109,Alien: Covenant,6.4,249216.0,R,Horror,Ridley Scott,Dan O'Bannon,Michael Fassbender,USA,97000000.0,36160621.0,74262031.0,240891763.0,Twentieth Century Fox,122.0
110,The Big Short,7.8,351209.0,R,Biography,Adam McKay,Charles Randolph,Christian Bale,USA,28000000.0,705527.0,70259870.0,133440870.0,Paramount Pictures,130.0
111,Baby Driver,7.6,425630.0,R,Action,Edgar Wright,Edgar Wright,Ansel Elgort,UK,34000000.0,20553320.0,107825862.0,226945087.0,TriStar Pictures,113.0
112,Logan Lucky,7.0,125993.0,PG-13,Comedy,Steven Soderbergh,Jules Asner,Channing Tatum,USA,29000000.0,7600036.0,27780977.0,48453605.0,Fingerprint Releasing,118.0
113,The Martian,8.0,744341.0,PG-13,Adventure,Ridley Scott,Drew Goddard,Matt Damon,UK,108000000.0,54308575.0,228433663.0,630161890.0,Twentieth Century Fox,144.0
114,X-Men: Apocalypse,6.9,386353.0,PG-13,Action,Bryan Singer,Simon Kinberg,James McAvoy,USA,178000000.0,65769562.0,155442489.0,543934105.0,Twentieth Century Fox,144.0
115,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,256186.0,PG-13,Action,"Joachim Rønning, Espen Sandberg",Jeff Nathanson,Johnny Depp,USA,230000000.0,62983253.0,172558876.0,794881442.0,Walt Disney Pictures,129.0
116,Rocketman,7.3,126032.0,R,Biography,Dexter Fletcher,Lee Hall,Taron Egerton,UK,40000000.0,25725722.0,96368160.0,195179299.0,Paramount Pictures,121.0
117,Knock Knock,4.9,77467.0,R,Drama,Eli Roth,Eli Roth,Keanu Reeves,USA,2500000.0,18623.0,36336.0,5567103.0,Black Bear Pictures,99.0
118,Sicario,7.6,362898.0,R,Action,Denis Villeneuve,Taylor Sheridan,Emily Blunt,USA,30000000.0,401288.0,46889293.0,84872444.0,Lionsgate,121.0
119,Booksmart,7.2,86570.0,R,Comedy,Olivia Wilde,Emily Halpern,Kaitlyn Dever,USA,6000000.0,6933620.0,22680962.0,24863452.0,Annapurna Pictures,102.0
120,Zombieland: Double Tap,6.7,129055.0,R,Action,Ruben Fleischer,Rhett Reese,Woody Harrelson,USA,42000000.0,26803104.0,73123082.0,122810399.0,2.0 Entertainment,99.0
121,The Girl on the Train,6.5,165733.0,R,Crime,Tate Taylor,Erin Cressida Wilson,Emily Blunt,USA,45000000.0,24536265.0,75395035.0,173185859.0,Amblin Partners,112.0
122,Sonic the Hedgehog,6.5,77019.0,PG,Action,Jeff Fowler,Pat Casey,Ben Schwartz,USA,85000000.0,58018348.0,146066470.0,306766470.0,Paramount Pictures,99.0
123,Halloween,6.5,113965.0,R,Crime,David Gordon Green,John Carpenter,Jamie Lee Curtis,USA,10000000.0,76221545.0,159342015.0,255485178.0,Blumhouse Productions,106.0
124,Hacksaw Ridge,8.1,421331.0,R,Biography,Mel Gibson,Robert Schenkkan,Andrew Garfield,Australia,40000000.0,15190758.0,67209615.0,180450918.0,Summit Entertainment,139.0
125,La La Land,8.0,491076.0,PG-13,Comedy,Damien Chazelle,Damien Chazelle,Ryan Gosling,USA,30000000.0,881104.0,151101803.0,446486871.0,Summit Entertainment,128.0
126,Doctor Strange,7.5,582014.0,PG-13,Action,Scott Derrickson,Jon Spaihts,Benedict Cumberbatch,USA,165000000.0,85058311.0,232641920.0,677796076.0,Marvel Studios,115.0
127,Bumblebee,6.8,133009.0,PG-13,Action,Travis Knight,Christina Hodson,Hailee Steinfeld,China,135000000.0,21654047.0,127195589.0,467989645.0,Hasbro,114.0
128,Arrival,7.9,579095.0,PG-13,Drama,Denis Villeneuve,Eric Heisserer,Amy Adams,USA,47000000.0,24074047.0,100546139.0,203388186.0,Lava Bear Films,116.0
129,Color Out of Space,6.2,26155.0,Unrated,Horror,Richard Stanley,H.P. Lovecraft,Nicolas Cage,USA,6000000.0,216162.0,765561.0,1023510.0,SpectreVision,111.0
130,Fast & Furious Presents: Hobbs & Shaw,6.4,160218.0,PG-13,Action,David Leitch,Chris Morgan,Dwayne Johnson,USA,200000000.0,60038950.0,173956935.0,759056935.0,Chris Morgan Productions,137.0
131,Inside Out,8.1,596026.0,PG,Animation,"Pete Docter, Ronnie Del Carmen (co-director)",Pete Docter,Amy Poehler,USA,175000000.0,90440272.0,356921711.0,858071350.0,Pixar Animation Studios,95.0
132,Dolittle,5.6,40602.0,PG,Adventure,Stephen Gaghan,Stephen Gaghan,Robert Downey Jr.,USA,175000000.0,21844045.0,77047065.0,245291417.0,Universal Pictures,101.0
133,The Man from U.N.C.L.E.,7.3,264711.0,PG-13,Action,Guy Ritchie,Guy Ritchie,Henry Cavill,USA,75000000.0,13421036.0,45445109.0,107045109.0,Warner Bros.,116.0
134,John Wick: Chapter 3 - Parabellum,7.5,261036.0,R,Action,Chad Stahelski,Derek Kolstad,Keanu Reeves,USA,75000000.0,56818067.0,171015687.0,326709727.0,Lionsgate,130.0
135,Coco,8.4,356682.0,PG,Animation,"Lee Unkrich, Adrian Molina (co-director)",Lee Unkrich,Anthony Gonzalez,USA,175000000.0,50802605.0,209726015.0,807083888.0,Walt Disney Pictures,105.0
136,Motherless Brooklyn,6.8,36104.0,R,Crime,Edward Norton,Edward Norton,Edward Norton,USA,26000000.0,3500454.0,9277736.0,18477736.0,Warner Bros. Pictures,144.0
137,Shazam!,7.1,243324.0,PG-13,Action,David F. Sandberg,Henry Gayden,Zachary Levi,USA,100000000.0,53505326.0,140371656.0,365971656.0,Warner Bros.,132.0
138,Star Wars: Episode VII - The Force Awakens,7.9,847374.0,PG-13,Action,J.J. Abrams,Lawrence Kasdan,Daisy Ridley,USA,245000000.0,247966675.0,936662225.0,2068224036.0,Lucasfilm,138.0
139,Maleficent: Mistress of Evil,6.6,78446.0,PG,Adventure,Joachim Rønning,Linda Woolverton,Angelina Jolie,USA,185000000.0,36948713.0,113929605.0,491730089.0,Walt Disney Pictures,119.0
140,Molly's Game,7.4,135204.0,R,Biography,Aaron Sorkin,Aaron Sorkin,Jessica Chastain,China,30000000.0,2349967.0,28780744.0,59284015.0,STX Entertainment,140.0
141,Crazy Rich Asians,6.9,134566.0,PG-13,Comedy,Jon M. Chu,Peter Chiarelli,Constance Wu,USA,30000000.0,26510140.0,174532921.0,238538736.0,Warner Bros.,120.0
142,Red Sparrow,6.6,160285.0,R,Action,Francis Lawrence,Justin Haythe,Jennifer Lawrence,USA,69000000.0,16853422.0,46874505.0,151572634.0,Chernin Entertainment,140.0
143,Split,7.3,410470.0,PG-13,Horror,M. Night Shyamalan,M. Night Shyamalan,James McAvoy,USA,9000000.0,40010975.0,138291365.0,278454358.0,Universal Pictures,117.0
144,The Hateful Eight,7.8,501972.0,R,Crime,Quentin Tarantino,Quentin Tarantino,Samuel L. Jackson,USA,44000000.0,4610676.0,54117416.0,155762510.0,Visiona Romantica,168.0
145,The Shape of Water,7.3,359613.0,R,Adventure,Guillermo del Toro,Guillermo del Toro,Sally Hawkins,USA,19400000.0,166564.0,63859435.0,195333312.0,Double Dare You (DDY),123.0
146,Yesterday,6.8,106903.0,PG-13,Comedy,Danny Boyle,Richard Curtis,Himesh Patel,UK,26000000.0,17010050.0,73286650.0,153010698.0,Decibel Films,116.0
